Player,UID,DM,AM,BWM,HB,SV,RGA
Juan Antonio,2000710692.0,7.65,7.9,7.9,8.7,6.3,5.1
Julio,2000629924.0,11.85,11.95,11.95,11.55,10.55,7.4
Iván Romero,2000629923.0,11.85,12.15,12.15,12.45,11.75,9.0
Juan Manuel Mejías,2000442677.0,13.5,13.3,13.3,13.6,12.9,10.9
Ignacio Caballero,2000511080.0,12.15,11.55,11.55,12.4,11.8,8.1
Santiago Martínez,2000570461.0,7.55,8.35,8.35,8.2,7.55,9.55
Biel Cárdenas,2000629927.0,7.85,9.6,9.6,9.95,7.0,6.8
Juma Haule,2000570456.0,10.55,11.0,11.0,10.4,9.5,11.0
Chus Beltrán,2000629925.0,7.35,7.95,7.95,7.9,8.85,10.05
Adrián Forcén,2000439535.0,8.3,8.0,8.0,9.2,8.8,10.5
Themba Teneso,2000439093.0,8.25,8.05,8.05,9.5,9.75,11.2
Luis Pomareta,2000629921.0,4.2,3.4,3.4,4.8,4.8,4.2
Andrés Hernández,2000439538.0,13.4,13.3,13.3,13.8,11.7,10.1
Ismael Bermudo,2000439534.0,12.2,12.5,12.5,13.0,12.2,10.4
Salvador Román,2000663176.0,8.5,7.8,7.8,8.65,8.35,10.0
Hirofumi Saitô,2000192902.0,6.85,6.65,6.65,7.65,8.15,9.4
Xavi Jiménez,2000194000.0,11.65,11.15,11.15,10.9,10.65,7.5
Manu Miguens,2000663171.0,6.3,7.2,7.2,8.0,6.7,6.1
Ramón Alfaro,2000511082.0,10.2,10.15,10.15,10.4,9.35,6.95
Félix Artigas,2000511083.0,8.6,8.9,8.9,8.5,8.7,8.9
Cayetano Guzmán,2000685791.0,9.3,8.9,8.9,9.35,9.05,9.8
Adrián Capapé,2000439539.0,11.9,11.7,11.7,12.4,12.65,13.05
Serafín Cabezas,2000629922.0,6.0,5.3,5.3,5.45,5.5,9.0
Adrián Carrero,2000629926.0,11.35,10.85,10.85,12.05,10.85,8.45
Jesús María,2000663172.0,11.7,11.7,11.7,10.9,10.15,6.25
Bruno Garba,2000663175.0,10.8,11.3,11.3,11.0,10.6,7.0
