Player,UID,AMC,AP,T,SS,AM,EG
Juan Antonio,2000710692.0,7.5,6.85,7.5,5.6,5.6,5.45
Julio,2000629924.0,10.25,8.75,10.25,9.35,9.35,8.9
Iván Romero,2000629923.0,9.85,9.35,9.85,9.0,9.65,9.3
Juan Manuel Mejías,2000442677.0,11.5,10.9,11.5,11.0,11.0,9.8
Ignacio Caballero,2000511080.0,10.05,8.9,10.05,9.35,9.35,8.65
Santiago Martínez,2000570461.0,10.55,10.95,10.55,9.5,10.5,11.25
Biel Cárdenas,2000629927.0,9.95,10.75,9.95,8.35,9.0,11.0
Juma Haule,2000570456.0,12.5,13.1,12.5,11.2,12.1,11.95
Chus Beltrán,2000629925.0,11.45,11.95,11.45,11.4,11.6,12.75
Adrián Forcén,2000439535.0,11.5,11.7,11.5,12.2,12.3,12.1
Themba Teneso,2000439093.0,11.5,12.1,11.5,12.7,12.7,13.1
Luis Pomareta,2000629921.0,3.25,2.8,3.25,3.05,3.05,3.0
Andrés Hernández,2000439538.0,11.5,10.7,11.5,10.1,10.9,9.2
Ismael Bermudo,2000439534.0,11.0,10.3,11.0,10.5,11.1,10.1
Salvador Román,2000663176.0,12.15,12.65,12.15,13.15,12.85,13.05
Hirofumi Saitô,2000192902.0,10.1,11.1,10.1,12.2,11.3,11.7
Xavi Jiménez,2000194000.0,7.9,6.55,7.9,7.8,7.8,6.7
Manu Miguens,2000663171.0,7.6,8.3,7.6,7.2,7.1,9.1
Ramón Alfaro,2000511082.0,8.85,8.0,8.85,8.2,8.2,7.65
Félix Artigas,2000511083.0,10.5,10.3,10.5,10.6,11.1,10.6
Cayetano Guzmán,2000685791.0,11.25,11.35,11.25,13.1,11.65,10.15
Adrián Capapé,2000439539.0,13.55,13.55,13.55,13.05,13.05,13.7
Serafín Cabezas,2000629922.0,11.2,12.6,11.2,10.45,11.1,11.6
Adrián Carrero,2000629926.0,10.8,9.9,10.8,10.3,10.3,9.5
Jesús María,2000663172.0,7.75,6.55,7.75,8.05,8.05,6.95
Bruno Garba,2000663175.0,8.2,6.9,8.2,7.4,7.4,6.1
