Player,UID,GK,DRL,DC,WBRL,DM,MRL,MC,AMRL,AMC,SC
Alfredo Trelles,2000200467.0,787.5,855.5,991.0,811.0,926.5,810.5,968.0,908.5,940.0,987.5
Timo Baumgartl,92065892.0,1093.5,1293.0,1530.5,1236.0,1438.5,1249.5,1467.0,1390.5,1393.0,1608.5
Cameron Wells,2000431769.0,1024.5,1288.0,1392.5,1287.5,1408.0,1323.0,1475.5,1495.0,1472.0,1635.0
Tarsi Bakero,2000193403.0,1090.0,1346.0,1545.0,1303.5,1532.5,1328.5,1563.0,1480.5,1510.0,1673.0
Maximilian Mittelstädt,91143714.0,1076.0,1350.0,1472.0,1358.0,1519.0,1435.0,1637.5,1622.0,1594.5,1745.0
Luka Jovanović,2000604683.0,733.0,919.0,1008.0,939.0,1008.0,1002.0,1078.0,1145.0,1093.0,1246.0
Henry Onyekuru,18093594.0,1013.5,1181.5,1261.0,1197.0,1343.5,1304.0,1483.5,1453.5,1488.5,1734.0
Toni Dorado,2000197158.0,1064.5,1285.0,1500.5,1252.5,1507.5,1317.5,1590.0,1450.5,1504.0,1691.5
Terry Ashton,2000505936.0,760.0,990.0,1055.0,1021.0,1114.0,1089.0,1216.0,1239.0,1213.0,1397.0
Mateusz Bogusz,96129140.0,1133.5,1358.5,1518.0,1333.0,1548.0,1395.0,1612.0,1555.0,1561.0,1743.5
Gerardo Gallardo,2000440602.0,955.5,1174.0,1275.0,1184.5,1311.5,1256.0,1392.5,1429.0,1392.5,1556.5
Tiago Geralnik,14224252.0,978.5,1276.0,1441.0,1285.0,1485.0,1377.0,1618.5,1530.5,1594.0,1806.0
Juan Soriano,67193103.0,1081.0,1147.0,1368.5,1079.0,1229.5,1066.5,1278.5,1175.5,1221.0,1434.0
Luciano Ferreyra,14227040.0,1085.0,1357.0,1565.5,1332.5,1571.0,1392.5,1612.0,1557.5,1549.0,1716.0
Toni Martínez,67216151.0,1020.0,1250.0,1423.0,1231.5,1414.0,1300.5,1488.0,1437.0,1466.5,1741.5
Checa,2000438637.0,875.0,1080.0,1265.0,1056.5,1235.5,1095.5,1314.5,1219.5,1262.5,1411.0
Mamadou Loum,83100794.0,1112.0,1325.5,1635.0,1265.5,1470.5,1269.5,1500.5,1426.5,1441.5,1716.5
Adrián Corral,2000057468.0,1147.0,1340.0,1586.5,1268.0,1470.0,1267.0,1485.0,1417.0,1435.5,1625.5
Cacá,19350725.0,1157.0,1389.5,1619.5,1350.5,1577.5,1396.0,1632.0,1569.0,1570.5,1826.5
Yesinguer Vinasco,2000415655.0,1023.0,1269.0,1393.5,1279.5,1460.0,1383.5,1607.5,1522.0,1580.0,1773.0
Juanmi Ávila,2000441358.0,958.0,1204.5,1329.0,1201.5,1379.5,1291.0,1494.0,1429.5,1458.5,1748.0
Ion Etxabe,2000514435.0,939.0,1097.0,1168.5,1109.5,1225.0,1198.5,1349.5,1358.5,1363.0,1620.0
Nico Mickelson,53138009.0,1021.0,1260.0,1341.5,1270.0,1373.0,1336.5,1461.5,1516.5,1475.0,1650.5
Jose Antonio Molina,2000571459.0,1131.5,1342.5,1512.5,1343.0,1520.5,1430.0,1670.5,1612.5,1656.5,1879.0
Juan Luis,2000664823.0,1167.5,1325.0,1604.0,1244.5,1464.0,1248.0,1464.5,1380.5,1408.0,1633.0
