Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Alfredo Trelles,2000200467.0,6.67,11.25,12.0,10.33,4.83,3.83,9.25,15.17
Timo Baumgartl,92065892.0,13.33,15.75,14.25,13.0,12.5,13.83,13.0,17.83
Cameron Wells,2000431769.0,13.0,19.75,15.5,14.5,13.5,17.17,7.0,14.67
Tarsi Bakero,2000193403.0,14.67,18.5,13.5,15.67,12.17,15.5,12.5,17.92
Maximilian Mittelstädt,91143714.0,11.0,16.38,19.0,19.17,13.17,17.83,9.0,17.0
Luka Jovanović,2000604683.0,6.0,13.0,15.0,12.0,8.67,13.0,7.5,9.83
Henry Onyekuru,18093594.0,5.33,16.75,15.0,17.0,21.0,16.5,7.0,15.92
Toni Dorado,2000197158.0,13.0,17.75,10.0,18.0,16.67,16.0,9.5,17.92
Terry Ashton,2000505936.0,6.0,13.0,16.0,15.67,12.67,14.33,7.5,12.0
Mateusz Bogusz,96129140.0,13.5,18.5,13.5,17.83,16.67,15.67,7.5,19.67
Gerardo Gallardo,2000440602.0,8.5,16.12,17.0,15.0,12.5,15.83,6.5,14.33
Tiago Geralnik,14224252.0,11.17,16.38,15.0,18.0,20.0,18.0,11.0,13.25
Juan Soriano,67193103.0,7.5,18.62,10.0,14.67,11.5,7.33,15.0,19.17
Luciano Ferreyra,14227040.0,18.17,18.62,14.0,18.33,14.33,17.33,7.0,16.42
Toni Martínez,67216151.0,10.5,16.75,12.5,18.33,19.17,15.67,13.0,19.25
Checa,2000438637.0,9.33,12.25,13.5,12.33,11.17,14.33,10.0,13.92
Mamadou Loum,83100794.0,15.83,15.88,15.25,14.33,14.17,13.5,18.5,19.75
Adrián Corral,2000057468.0,15.0,18.12,14.0,11.67,11.17,11.5,14.5,16.75
Cacá,19350725.0,13.67,17.0,17.5,16.83,14.67,16.5,13.0,18.5
Yesinguer Vinasco,2000415655.0,6.83,19.25,13.0,19.5,18.5,17.33,12.0,16.17
Juanmi Ávila,2000441358.0,7.0,17.5,10.5,18.17,20.67,16.33,12.0,16.67
Ion Etxabe,2000514435.0,4.67,14.5,15.0,16.0,19.5,16.83,6.5,15.42
Nico Mickelson,53138009.0,8.67,17.75,15.5,16.17,12.5,18.0,8.5,15.75
Jose Antonio Molina,2000571459.0,7.0,18.5,17.75,18.67,18.5,17.67,12.5,15.83
Juan Luis,2000664823.0,16.33,16.12,16.5,14.33,11.83,11.17,15.75,19.75
