Player,UID,FB,WB,IWB,CWB,NNFB
Alfredo Trelles,2000200467.0,11.0,7.75,9.85,7.46,10.8
Timo Baumgartl,92065892.0,16.65,13.25,15.65,13.81,15.85
Cameron Wells,2000431769.0,16.05,14.85,14.65,15.23,14.5
Tarsi Bakero,2000193403.0,17.7,14.65,16.85,14.62,16.5
Maximilian Mittelstädt,91143714.0,16.55,16.2,16.4,16.81,15.5
Luka Jovanović,2000604683.0,9.6,10.6,9.3,11.08,8.5
Henry Onyekuru,18093594.0,11.75,12.6,12.85,13.65,12.3
Toni Dorado,2000197158.0,15.2,14.35,16.55,14.5,15.55
Terry Ashton,2000505936.0,11.3,12.0,10.6,12.69,10.2
Mateusz Bogusz,96129140.0,16.5,15.8,16.9,15.38,17.2
Gerardo Gallardo,2000440602.0,13.85,13.9,13.25,13.85,12.05
Tiago Geralnik,14224252.0,12.55,15.0,13.7,16.12,10.8
Juan Soriano,67193103.0,13.7,9.8,13.25,9.69,14.3
Luciano Ferreyra,14227040.0,16.9,17.1,17.25,16.62,16.1
Toni Martínez,67216151.0,14.15,13.15,14.55,13.85,14.85
Checa,2000438637.0,12.35,11.0,13.35,12.23,11.45
Mamadou Loum,83100794.0,17.65,14.85,16.1,14.38,17.15
Adrián Corral,2000057468.0,16.7,14.4,15.9,13.5,16.0
Cacá,19350725.0,17.3,14.95,16.95,15.42,17.7
Yesinguer Vinasco,2000415655.0,12.85,13.55,13.7,14.69,11.5
Juanmi Ávila,2000441358.0,14.1,13.45,13.55,13.77,12.5
Ion Etxabe,2000514435.0,11.4,11.95,11.4,12.88,11.65
Nico Mickelson,53138009.0,15.2,14.85,14.05,14.88,13.2
Jose Antonio Molina,2000571459.0,14.35,15.05,14.7,15.42,12.7
Juan Luis,2000664823.0,16.2,13.15,14.45,13.42,16.8
