Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Alfredo Trelles,2000200467.0,11.75,9.45,12.4,10.65,12.2,9.15,8.8,11.2
Timo Baumgartl,92065892.0,17.45,14.8,16.5,16.75,16.85,14.8,14.25,17.65
Cameron Wells,2000431769.0,16.7,14.55,15.5,16.35,16.35,15.6,15.85,15.65
Tarsi Bakero,2000193403.0,19.05,15.95,17.7,17.25,18.1,16.05,16.8,17.9
Maximilian Mittelstädt,91143714.0,17.4,17.15,16.6,17.8,18.05,18.2,17.45,17.1
Luka Jovanović,2000604683.0,10.8,10.9,8.8,10.2,10.4,12.4,12.4,9.5
Henry Onyekuru,18093594.0,16.1,15.95,13.15,15.55,15.3,17.85,18.1,13.35
Toni Dorado,2000197158.0,18.5,16.55,16.0,17.85,18.55,18.1,18.65,17.05
Terry Ashton,2000505936.0,12.0,11.7,11.4,13.2,12.8,13.3,13.3,11.8
Mateusz Bogusz,96129140.0,17.9,16.7,17.95,17.1,17.8,17.8,17.9,17.4
Gerardo Gallardo,2000440602.0,14.25,13.45,12.35,14.0,14.15,15.6,16.05,13.55
Tiago Geralnik,14224252.0,16.95,16.45,10.95,17.5,17.0,18.45,18.8,14.45
Juan Soriano,67193103.0,14.95,13.4,15.8,14.9,14.85,13.6,13.7,14.95
Luciano Ferreyra,14227040.0,17.15,16.6,16.2,17.0,17.65,17.65,18.65,17.05
Toni Martínez,67216151.0,17.3,16.1,15.75,15.75,15.65,17.35,17.25,15.1
Checa,2000438637.0,15.3,14.15,11.35,14.5,15.0,14.75,14.8,13.85
Mamadou Loum,83100794.0,17.45,15.15,17.75,16.7,16.35,14.9,15.25,17.05
Adrián Corral,2000057468.0,15.85,14.55,16.25,15.55,15.95,14.85,15.3,16.6
Cacá,19350725.0,17.5,16.25,18.55,17.25,17.6,17.15,16.75,17.75
Yesinguer Vinasco,2000415655.0,18.35,17.25,12.85,17.75,17.5,19.0,19.85,15.0
Juanmi Ávila,2000441358.0,16.75,15.3,14.6,18.2,17.55,16.85,17.45,16.15
Ion Etxabe,2000514435.0,14.45,13.8,12.45,15.2,14.35,16.3,16.4,12.75
Nico Mickelson,53138009.0,16.15,15.4,14.4,16.25,16.3,16.4,16.7,15.1
Jose Antonio Molina,2000571459.0,17.35,17.05,13.4,18.35,17.9,18.9,21.2,15.7
Juan Luis,2000664823.0,16.9,13.65,17.85,16.0,16.8,13.7,13.4,16.6
